code,LISA_Cluster,LISA_P_Value
E01000671,3,0.021
E01000672,3,0.03
E01000673,3,0.007
E01000674,3,0.024
E01000675,3,0.028
E01000676,0,0.057
E01000677,3,0.016
E01000678,3,0.03
E01000679,0,0.055
E01000681,3,0.009
E01000682,3,0.014
E01000683,3,0.036
E01000684,3,0.009
E01000685,3,0.003
E01000686,3,0.003
E01000687,3,0.003
E01000688,3,0.002
E01000689,3,0.009
E01000690,3,0.011
E01000691,3,0.05
E01000692,3,0.004
E01000693,3,0.003
E01000694,3,0.004
E01000695,3,0.005
E01000696,3,0.002
E01000697,3,0.003
E01000698,3,0.003
E01000699,0,0.327
E01000700,0,0.499
E01000701,0,0.33
E01000702,0,0.305
E01000703,0,0.079
E01000704,0,0.307
E01000705,0,0.202
E01000706,0,0.182
E01000707,0,0.183
E01000708,0,0.11
E01000709,0,0.055
E01000710,3,0.012
E01000711,3,0.022
E01000712,3,0.008
E01000713,3,0.008
E01000714,3,0.014
E01000715,3,0.022
E01000716,3,0.042
E01000717,3,0.011
E01000718,3,0.029
E01000719,3,0.022
E01000721,0,0.083
E01000722,3,0.019
E01000723,3,0.031
E01000724,3,0.043
E01000725,3,0.018
E01000726,3,0.019
E01000727,3,0.018
E01000728,3,0.014
E01000729,3,0.029
E01000730,3,0.014
E01000731,3,0.029
E01000732,3,0.012
E01000733,0,0.058
E01000734,3,0.02
E01000735,3,0.002
E01000736,3,0.004
E01000737,3,0.014
E01000738,3,0.021
E01000739,0,0.051
E01000740,0,0.175
E01000741,4,0.043
E01000742,3,0.037
E01000743,0,0.068
E01000744,0,0.151
E01000745,3,0.042
E01000746,0,0.111
E01000747,3,0.002
E01000749,3,0.002
E01000750,3,0.003
E01000751,3,0.002
E01000752,3,0.002
E01000753,3,0.004
E01000754,3,0.012
E01000755,3,0.011
E01000756,3,0.002
E01000757,3,0.003
E01000758,3,0.005
E01000759,3,0.002
E01000760,3,0.003
E01000761,3,0.004
E01000762,3,0.016
E01000763,3,0.007
E01000764,3,0.027
E01000765,3,0.002
E01000766,3,0.004
E01000767,3,0.004
E01000768,3,0.004
E01000769,3,0.017
E01000770,3,0.018
E01000771,3,0.027
E01000772,3,0.01
E01000773,3,0.012
E01000774,0,0.101
E01000775,3,0.002
E01000777,3,0.018
E01000778,3,0.031
E01000779,3,0.022
E01000780,3,0.05
E01000781,0,0.164
E01000782,3,0.029
E01000783,0,0.088
E01000784,0,0.051
E01000785,3,0.032
E01000786,3,0.011
E01000787,3,0.031
E01000788,3,0.016
E01000789,3,0.012
E01000790,3,0.02
E01000791,3,0.015
E01000792,3,0.035
E01000793,3,0.01
E01000794,3,0.01
E01000795,3,0.007
E01000796,0,0.399
E01000797,0,0.122
E01000798,0,0.303
E01000799,0,0.412
E01000800,0,0.404
E01000801,0,0.346
E01000802,0,0.402
E01000803,0,0.354
E01000804,0,0.351
E01000805,0,0.388
E01000806,0,0.457
E01000807,3,0.002
E01000808,3,0.015
E01000809,3,0.004
E01000810,3,0.005
E01000811,3,0.004
E01000812,3,0.023
E01000813,3,0.002
E01000814,3,0.015
E01000815,3,0.003
E01000816,3,0.043
E01000818,3,0.007
E01000819,3,0.016
E01000820,3,0.017
E01000822,0,0.083
E01000823,3,0.04
E01000824,0,0.085
E01000825,3,0.011
E01000826,3,0.011
E01000827,3,0.027
E01000828,3,0.031
E01000829,3,0.013
E01000830,3,0.008
E01000831,3,0.019
E01000832,3,0.008
E01000833,3,0.019
E01000834,3,0.011
E01000835,3,0.011
E01000836,3,0.015
E01000837,3,0.003
E01000838,3,0.007
E01000839,3,0.004
E01000840,3,0.003
E01000841,3,0.005
E01000842,0,0.074
E01000843,0,0.119
E01000844,0,0.119
E01000845,0,0.162
E01000846,0,0.391
E01000847,0,0.42
E01000848,0,0.276
E01000849,0,0.228
E01000850,3,0.004
E01000851,4,0.005
E01000852,0,0.058
E01000853,0,0.077
E01000854,3,0.01
E01000855,3,0.01
E01000856,1,0.029
E01000857,0,0.296
E01000858,2,0.018
E01000859,0,0.381
E01000860,0,0.237
E01000861,1,0.005
E01000862,0,0.294
E01000863,0,0.08
E01000864,1,0.045
E01000865,1,0.006
E01000866,1,0.005
E01000867,1,0.014
E01000868,0,0.14
E01000869,1,0.029
E01000870,1,0.002
E01000871,0,0.187
E01000872,0,0.079
E01000873,1,0.034
E01000874,1,0.009
E01000875,0,0.256
E01000876,1,0.024
E01000877,0,0.326
E01000878,0,0.358
E01000879,0,0.492
E01000880,0,0.452
E01000881,0,0.452
E01000882,0,0.277
E01000883,0,0.137
E01000884,3,0.03
E01000885,0,0.163
E01000886,0,0.08
E01000887,0,0.415
E01000888,0,0.222
E01000889,0,0.187
E01000890,0,0.099
E01000891,0,0.063
E01000892,1,0.05
E01000893,3,0.017
E01000894,0,0.075
E01000895,4,0.036
E01000896,0,0.133
E01000897,0,0.338
E01000898,0,0.089
E01000899,3,0.007
E01000900,1,0.025
E01000901,1,0.01
E01000902,0,0.055
E01000903,1,0.047
E01000904,1,0.019
E01000905,0,0.055
E01000906,1,0.029
E01000907,0,0.096
E01000908,3,0.009
E01000909,3,0.006
E01000910,0,0.108
E01000911,0,0.327
E01000912,0,0.153
E01000913,3,0.01
E01000914,3,0.002
E01000915,4,0.015
E01000916,4,0.012
E01000917,4,0.003
E01000918,4,0.002
E01000919,3,0.002
E01000920,0,0.481
E01000921,1,0.011
E01000922,1,0.007
E01000923,0,0.07
E01000924,1,0.014
E01000925,1,0.015
E01000926,1,0.03
E01000927,1,0.019
E01000928,0,0.356
E01000929,1,0.047
E01000930,1,0.026
E01000931,1,0.001
E01000932,1,0.026
E01000933,1,0.004
E01000934,0,0.083
E01000935,0,0.052
E01000936,1,0.027
E01000937,0,0.371
E01000938,0,0.172
E01000939,0,0.296
E01000940,1,0.02
E01000941,1,0.037
E01000942,0,0.075
E01000943,1,0.018
E01000944,0,0.146
E01000945,1,0.05
E01000946,0,0.333
E01000947,1,0.008
E01000948,0,0.071
E01000949,0,0.31
E01000950,0,0.218
E01000951,0,0.424
E01000952,0,0.15
E01000953,2,0.004
E01000954,0,0.428
E01000955,0,0.133
E01000956,0,0.451
E01000957,0,0.229
E01000958,0,0.496
E01000959,1,0.023
E01000960,0,0.118
E01000961,0,0.094
E01000962,0,0.052
E01000963,0,0.292
E01000964,1,0.04
E01000965,1,0.006
E01000966,1,0.019
E01000967,0,0.245
E01000968,1,0.026
E01000969,0,0.077
E01000970,1,0.019
E01000971,1,0.021
E01000972,0,0.134
E01000973,1,0.007
E01000974,1,0.008
E01000975,0,0.168
E01000976,0,0.07
E01000977,0,0.479
E01000978,0,0.257
E01000979,0,0.11
E01000980,0,0.067
E01000981,0,0.068
E01000982,1,0.036
E01000983,0,0.052
E01000984,1,0.019
E01000985,3,0.018
E01000986,0,0.335
E01000987,0,0.2
E01000989,0,0.113
E01000990,0,0.28
E01000991,3,0.029
E01000992,0,0.377
E01000993,0,0.338
E01000994,1,0.042
E01000995,1,0.036
E01000996,1,0.037
E01000997,1,0.007
E01000998,1,0.01
E01000999,1,0.006
E01001000,1,0.015
E01001001,1,0.037
E01001002,1,0.043
E01001003,1,0.014
E01001004,0,0.064
E01001005,1,0.011
E01001006,0,0.33
E01001007,0,0.375
E01001008,1,0.005
E01001009,1,0.002
E01001010,0,0.274
E01001011,1,0.009
E01001012,1,0.01
E01001013,0,0.117
E01001014,0,0.297
E01001015,3,0.022
E01001016,3,0.011
E01001018,3,0.023
E01001019,3,0.019
E01001020,3,0.019
E01001023,3,0.028
E01001024,0,0.128
E01001028,3,0.032
E01001029,3,0.02
E01001030,3,0.043
E01001031,0,0.063
E01001032,3,0.008
E01001033,0,0.134
E01001034,0,0.081
E01001035,0,0.082
E01001036,3,0.013
E01001037,0,0.305
E01001038,0,0.28
E01001039,0,0.107
E01001040,0,0.157
E01001041,0,0.184
E01001042,0,0.404
E01001043,0,0.443
E01001044,3,0.029
E01001045,0,0.429
E01001046,3,0.037
E01001047,0,0.352
E01001048,0,0.159
E01001049,3,0.011
E01001050,0,0.217
E01001051,3,0.019
E01001052,3,0.005
E01001053,0,0.079
E01001054,3,0.046
E01001055,3,0.021
E01001056,0,0.253
E01001057,4,0.045
E01001058,3,0.024
E01001059,3,0.032
E01001061,3,0.01
E01001062,3,0.01
E01001063,3,0.007
E01001064,3,0.003
E01001065,3,0.004
E01001066,3,0.041
E01001067,3,0.021
E01001068,0,0.051
E01001069,3,0.026
E01001070,3,0.004
E01001073,3,0.028
E01001074,3,0.02
E01001075,3,0.034
E01001076,3,0.048
E01001077,3,0.034
E01001078,0,0.057
E01001079,3,0.004
E01001080,0,0.056
E01001082,3,0.008
E01001083,0,0.391
E01001084,0,0.215
E01001085,0,0.151
E01001086,0,0.174
E01001087,0,0.106
E01001088,0,0.144
E01001089,0,0.189
E01001090,0,0.193
E01001091,2,0.041
E01001092,3,0.018
E01001093,0,0.071
E01001094,3,0.021
E01001095,0,0.179
E01001096,0,0.072
E01001097,3,0.045
E01001098,0,0.133
E01001099,3,0.03
E01001100,0,0.122
E01001101,3,0.015
E01001102,3,0.014
E01001103,3,0.023
E01001107,3,0.032
E01001108,3,0.008
E01001109,1,0.018
E01001110,0,0.123
E01001111,1,0.043
E01001112,0,0.109
E01001113,0,0.278
E01001114,0,0.053
E01001115,1,0.006
E01001116,0,0.252
E01001117,1,0.003
E01001118,0,0.14
E01001120,3,0.046
E01001122,3,0.004
E01001123,3,0.011
E01001124,3,0.01
E01001125,3,0.005
E01001126,3,0.039
E01001127,3,0.02
E01001128,0,0.073
E01001129,3,0.019
E01001130,3,0.018
E01001131,3,0.031
E01001132,3,0.017
E01001133,3,0.02
E01001134,3,0.025
E01001135,3,0.009
E01001136,0,0.051
E01001137,0,0.132
E01001138,3,0.028
E01001139,0,0.496
E01001140,0,0.131
E01001141,0,0.289
E01001142,0,0.449
E01001143,0,0.369
E01001144,0,0.329
E01001145,0,0.35
E01001146,0,0.137
E01001147,0,0.239
E01001148,0,0.215
E01001149,0,0.316
E01001150,0,0.337
E01001151,0,0.085
E01001152,1,0.009
E01001153,0,0.072
E01001154,0,0.122
E01001155,1,0.027
E01001156,0,0.129
E01001157,0,0.279
E01001158,0,0.28
E01001159,0,0.09
E01001160,0,0.353
E01001161,0,0.496
E01001162,0,0.177
E01001163,0,0.156
E01001164,0,0.359
E01001165,0,0.474
E01001166,0,0.424
E01001167,0,0.273
E01001168,0,0.426
E01001169,0,0.088
E01001170,0,0.492
E01001171,0,0.262
E01001172,3,0.05
E01001173,0,0.102
E01001174,0,0.265
E01001175,1,0.003
E01001176,1,0.029
E01001177,0,0.437
E01001178,1,0.007
E01001179,1,0.049
E01001180,1,0.011
E01001181,1,0.002
E01001182,1,0.045
E01001183,1,0.034
E01001184,0,0.101
E01001185,0,0.283
E01001186,0,0.193
E01001187,0,0.258
E01001188,0,0.151
E01001189,0,0.183
E01001190,0,0.434
E01001191,0,0.26
E01001192,0,0.402
E01001193,0,0.172
E01001194,0,0.4
E01001195,0,0.367
E01001196,0,0.197
E01001197,0,0.43
E01001198,0,0.133
E01001199,0,0.274
E01001200,0,0.159
E01001201,1,0.046
E01001202,0,0.062
E01001203,0,0.219
E01001204,0,0.354
E01001205,0,0.341
E01001206,0,0.207
E01001207,0,0.26
E01001208,0,0.128
E01001209,0,0.096
E01001210,0,0.085
E01001211,0,0.135
E01001212,0,0.232
E01001213,0,0.248
E01001214,0,0.318
E01001215,0,0.417
E01001216,0,0.182
E01001217,0,0.395
E01001218,0,0.186
E01001219,0,0.126
E01001220,3,0.048
E01001221,0,0.152
E01001222,0,0.387
E01001223,0,0.084
E01001224,0,0.244
E01001225,3,0.031
E01001226,0,0.078
E01001227,0,0.347
E01001228,0,0.081
E01001229,0,0.095
E01001230,0,0.323
E01001231,0,0.164
E01001232,0,0.077
E01001233,0,0.092
E01001234,0,0.25
E01001235,3,0.045
E01001236,4,0.031
E01001237,0,0.35
E01001238,0,0.435
E01001239,0,0.18
E01001240,0,0.458
E01001241,0,0.156
E01001242,0,0.42
E01001243,1,0.014
E01001244,0,0.053
E01001245,1,0.041
E01001246,0,0.428
E01001247,0,0.232
E01001248,0,0.083
E01001249,0,0.248
E01001250,0,0.203
E01001251,3,0.031
E01001252,0,0.48
E01001253,0,0.192
E01001254,0,0.104
E01001255,0,0.309
E01001257,0,0.307
E01001258,0,0.217
E01001259,0,0.398
E01001260,0,0.052
E01001261,0,0.051
E01001262,0,0.163
E01001263,0,0.139
E01001264,0,0.148
E01001265,0,0.136
E01001266,3,0.042
E01001267,0,0.076
E01001268,0,0.176
E01001269,0,0.132
E01001270,0,0.467
E01001271,0,0.296
E01001272,0,0.29
E01001273,0,0.188
E01001274,0,0.334
E01001275,3,0.033
E01001276,0,0.207
E01001277,0,0.204
E01001278,0,0.116
E01001279,0,0.102
E01001280,0,0.166
E01001281,0,0.124
E01001282,0,0.336
E01001283,0,0.078
E01001284,3,0.035
E01001285,0,0.127
E01001286,0,0.443
E01001287,0,0.18
E01001288,0,0.199
E01001289,0,0.136
E01001290,0,0.058
E01001291,0,0.487
E01001292,0,0.373
E01001293,0,0.295
E01001294,0,0.454
E01001295,0,0.5
E01001296,0,0.258
E01001297,0,0.384
E01001298,0,0.355
E01001299,0,0.145
E01001300,0,0.378
E01001301,0,0.483
E01001302,0,0.231
E01001303,0,0.447
